A,B,pval,Group1,Group2,Hedges' g
VPA_(+),VPA_(-),0.9738199080193028,VPA_(+),VPA_(-),-0.13962275291697557
VPA_(+),WT_(+),0.025989951124630428,VPA_(+),WT_(+),3.3803934996969036
VPA_(+),WT_(-),0.12606254413051232,VPA_(+),WT_(-),1.052620182409873
VPA_(-),WT_(+),0.054783603827515126,VPA_(-),WT_(+),0.947137969904291
VPA_(-),WT_(-),0.3066952345394779,VPA_(-),WT_(-),0.7457170645541888
WT_(+),WT_(-),0.24303414488802855,WT_(+),WT_(-),-0.7516407051832156
